Time,Bittrex,Binance,Bitfinix,Poloniex,Bittrex-Binance-diff,Bittrex-Bitfinix-diff,Bittrex-Poloniex-diff,Binance-Bitfinix-diff,Binance-Poloniex-diff,Bitfinix-Poloniex-diff,max diff
1518422340,8485,8475,8485.9,8705,0.001179941,0.00010607,0.025928108,0.001286136,0.027138643,0.0258193,0.027138643
1518422360,8485,8472,8485.1,8700,0.001534466,1.18E-05,0.025338833,0.00154627,0.026912181,0.025326749,0.026912181
1518422380,8485,8472,8490.1,8681.639095,0.001534466,0.000601061,0.023174908,0.002136449,0.024744936,0.022560287,0.024744936
1518422400,8474.0001,8470.01,8486,8700,0.000471086,0.001416084,0.026669801,0.001887837,0.027153451,0.025218006,0.027153451
1518422420,8485,8469.79,8490,8710.039094,0.001795794,0.000589275,0.026521991,0.002386128,0.028365413,0.025917443,0.028365413
1518422440,8474,8468.96,8489.4,8743.5,0.000595114,0.001817324,0.031803163,0.002413519,0.032417204,0.029931444,0.032417204
1518422460,8485,8464.91,8489,8741,0.002373327,0.00047142,0.03017089,0.002845866,0.032615822,0.029685475,0.032615822
1518422480,8484,8469,8489.7,8735,0.001771165,0.000671853,0.029585101,0.002444208,0.031408667,0.028893836,0.031408667
1518422500,8485,8469.79,8490.2,8723.390001,0.001795794,0.000612846,0.028095463,0.002409741,0.029941711,0.027465784,0.029941711
1518422520,8485,8473.99,8490.2,8730,0.00129927,0.000612846,0.028874484,0.001912912,0.03021127,0.028244329,0.03021127
1518422540,8485,8474,8500,8730,0.001298088,0.001767826,0.028874484,0.003068209,0.030210054,0.027058824,0.030210054
1518422560,8485,8485.04,8506.8,8725.000003,4.71E-06,0.00256924,0.02828521,0.002564514,0.028280362,0.025650069,0.02828521
1518422580,8498,8480.76,8523,8749,0.002032837,0.002941869,0.029536361,0.004980686,0.031629241,0.026516485,0.031629241
1518422600,8500,8489.95,8517.9,8749,0.001183753,0.002105882,0.029294118,0.003292128,0.030512547,0.0271311,0.030512547
1518422620,8502,8495.1,8516.506795,8764.738967,0.000812233,0.00170628,0.030903195,0.002519899,0.031740529,0.029147182,0.031740529
1518422640,8500,8492.3,8518,8741,0.000906704,0.002117647,0.028352941,0.003026271,0.029285353,0.026179854,0.029285353
1518422660,8502,8495.03,8517,8741.000001,0.00082048,0.001764291,0.028111033,0.002586218,0.028954577,0.026300341,0.028954577
1518422680,8502,8492,8513.8,8730,0.001177579,0.001387909,0.026817219,0.002567122,0.028026378,0.025394066,0.028026378
1518422700,8502,8489.84,8508,8741,0.0014323,0.000705716,0.028111033,0.002139027,0.029583596,0.02738599,0.029583596
1518422720,8500,8488.99,8516.9,8739,0.001296974,0.001988235,0.028117647,0.003287788,0.029451089,0.026077563,0.029451089
1518422740,8500,8488.98,8512.9,8720,0.001298154,0.001517647,0.025882353,0.002817771,0.027214106,0.024327785,0.027214106
1518422760,8500,8485.11,8512.1,8728.123828,0.001754839,0.001423529,0.026838097,0.003180866,0.028640033,0.025378441,0.028640033
1518422780,8500,8488.9,8516.1,8720,0.00130759,0.001894118,0.025882353,0.003204184,0.027223786,0.023942885,0.027223786
1518422800,8502,8490,8518.9,8710,0.001413428,0.001987768,0.024464832,0.003404005,0.025912839,0.022432474,0.025912839
1518422820,8517,8490.11,8521.1,8710,0.003167215,0.00048139,0.022660561,0.003650129,0.025899547,0.022168499,0.025899547
1518422840,8516,8499.99,8529.3,8709.494196,0.001883532,0.001561766,0.022721254,0.003448239,0.024647581,0.021126493,0.024647581
1518422860,8516,8500,8534.7,8717,0.001882353,0.002195867,0.02360263,0.004082353,0.025529412,0.02135986,0.025529412
1518422880,8528.5,8518,8548.3,8739,0.001232684,0.002321627,0.024681949,0.003557173,0.025945058,0.022308529,0.025945058
1518422900,8529,8518.4,8551,8739,0.001244365,0.002579435,0.024621878,0.00382701,0.025896882,0.021985733,0.025896882
1518422920,8536,8525,8561.4,8760.000001,0.001290323,0.002975633,0.0262418,0.004269795,0.027565983,0.023197141,0.027565983
1518422940,8549,8525,8568.9,8752,0.002815249,0.002327758,0.023745467,0.00514956,0.026627566,0.02136797,0.026627566
1518422960,8550,8532.98,8572.8,8764.73896,0.001994614,0.002666667,0.025115668,0.004666599,0.027160378,0.022389296,0.027160378
1518422980,8555.058,8542,8579,8752.000004,0.001528682,0.002798578,0.023020534,0.004331538,0.024584407,0.020165521,0.024584407
1518423000,8570,8558.87,8613,8762.000001,0.001300405,0.005017503,0.022403734,0.006324433,0.023733273,0.017299431,0.023733273
1518423020,8600,8569.74,8700,8741.153435,0.003531029,0.011627907,0.01641319,0.015199994,0.020002175,0.00473028,0.020002175
1518423040,8610,8581.54,8700,8753.709895,0.003316421,0.010452962,0.016691045,0.013804049,0.02006282,0.006173551,0.02006282
1518423060,8630.542221,8620.32,8700,8739,0.001185828,0.008047904,0.01256674,0.009243276,0.01376747,0.004482759,0.01376747
1518423080,8648,8616.86,8675,8739,0.003613845,0.003122109,0.010522664,0.006747237,0.014174537,0.007377522,0.014174537
1518423100,8650,8612.6,8657.7,8739,0.004342475,0.000890173,0.010289017,0.005236514,0.014676172,0.009390485,0.014676172
1518423120,8649,8620,8659.1,8737.587515,0.003364269,0.001167765,0.010242515,0.004535963,0.013641243,0.009064165,0.013641243
1518423140,8650,8641.08,8675,8733.319434,0.001032278,0.002890173,0.009632305,0.003925435,0.010674526,0.006722701,0.010674526
1518423160,8660,8657.7,8713.9,8737.587515,0.000265659,0.006224018,0.008959297,0.006491331,0.009227337,0.00271836,0.009227337
1518423180,8666.6,8673,8703.1,8753,0.000738467,0.004211571,0.009969307,0.003470541,0.009224029,0.005733589,0.009969307
1518423200,8680,8680.35,8703.1,8740,4.03E-05,0.00266129,0.006912442,0.002620862,0.006871843,0.004239869,0.006912442
1518423220,8690,8687.39,8703.1,8740,0.000300435,0.00150748,0.00575374,0.001808368,0.006055904,0.004239869,0.006055904
1518423240,8700,8699.29,8714,8748.887515,8.16E-05,0.001609195,0.005619255,0.001690943,0.005701329,0.004003617,0.005701329
1518423260,8701.60012,8705,8738.8,8748.887515,0.000390719,0.004275062,0.005434333,0.003882826,0.005041644,0.001154336,0.005434333
1518423280,8707.892471,8700.01,8746,8740,0.00090603,0.004376206,0.003687176,0.005286201,0.004596546,0.000686499,0.005286201
1518423300,8745.320468,8701.1,8746,8748,0.00508217,7.77E-05,0.000306396,0.005160267,0.005390123,0.000228676,0.005390123
1518423320,8745,8714,8747,8740,0.003557494,0.000228702,0.000572082,0.003787009,0.002983704,0.000800915,0.003787009
1518423340,8745,8723.1,8754.2,8740,0.002510575,0.00105203,0.000572082,0.003565246,0.001937385,0.001624714,0.003565246
1518423360,8731.82,8726.24,8764.1,8748.887515,0.000639451,0.003696824,0.001954634,0.004338638,0.002595335,0.001738791,0.004338638
1518423380,8750,8734.87,8763.4,8737.587515,0.001732138,0.001531429,0.001420585,0.003266219,0.000311111,0.002954189,0.003266219
1518423400,8750,8725.91,8744.2,8739.999999,0.002760744,0.000663297,0.001144165,0.002096056,0.001614731,0.000480549,0.002760744
1518423420,8757.4,8701.81,8750,8737.587515,0.006388326,0.000845714,0.002267501,0.005537928,0.004111503,0.001420585,0.006388326
1518423440,8757.4,8710.7,8762.9,8730,0.005361222,0.00062804,0.003138603,0.00599263,0.002215666,0.003768614,0.00599263
1518423460,8758.99,8695.32,8747.8,8730,0.00732233,0.001279179,0.003320733,0.006035431,0.003988352,0.002038946,0.00732233
1518423480,8737.092525,8699.98,8738,8729.340445,0.004265817,0.000103865,0.000888049,0.004370125,0.003374772,0.000992006,0.004370125
1518423500,8715.892471,8687.01,8734,8729,0.003324789,0.00207753,0.001503865,0.005409226,0.004833654,0.000572803,0.005409226
1518423520,8702.00012,8677.02,8719.1,8737.587515,0.002878882,0.001965052,0.004089565,0.004849591,0.006980221,0.002120347,0.006980221
1518423540,8689,8660.93,8717.4,8730,0.003240991,0.0032685,0.00471861,0.006520085,0.007974894,0.001445385,0.007974894
1518423560,8690.8,8649.93,8707.1,8737.340445,0.004724894,0.001875547,0.005355139,0.006609302,0.010105336,0.003473079,0.010105336
1518423580,8689,8660.13,8699.3,8730,0.003333668,0.001185407,0.00471861,0.004523027,0.008068008,0.00352902,0.008068008
1518423600,8689,8678,8700,8728.203578,0.001267573,0.001265968,0.004511863,0.002535146,0.005785155,0.003241791,0.005785155
1518423620,8702.00012,8720,8731.1,8709.573813,0.002068476,0.003344045,0.000870339,0.001272936,0.001197095,0.002471555,0.003344045
1518423640,8705.201959,8715.09,8746,8729.573811,0.001135877,0.004686628,0.002799688,0.003546722,0.001661923,0.001881671,0.004686628
1518423660,8730,8701.97,8754,8710.848641,0.00322111,0.002749141,0.002198564,0.005979106,0.001020302,0.004953749,0.005979106
1518423680,8730,8694.96,8733.1,8729.57381,0.004029921,0.000355097,4.88E-05,0.004386449,0.003980905,0.000403936,0.004386449
1518423700,8730,8694.99,8732.2,8740,0.004026457,0.000252005,0.001145475,0.004279476,0.005176544,0.000893246,0.005176544
1518423720,8730,8694.99,8732.3,8740.848641,0.004026457,0.000263459,0.001242685,0.004290977,0.005274145,0.000978968,0.005274145
1518423740,8707,8694.92,8739.1,8767.56139,0.001389317,0.003686689,0.006955483,0.005081128,0.008354463,0.003256787,0.008354463
1518423760,8730,8706.89,8739.9,8763.254176,0.00265422,0.001134021,0.003809184,0.00379125,0.006473514,0.002672133,0.006473514
1518423780,8730,8718.98,8754,8784.052279,0.001263909,0.002749141,0.006191555,0.004016525,0.00746329,0.003432977,0.00746329
1518423800,8749,8703.6,8751,8799.043193,0.005216232,0.000228598,0.005719876,0.005446022,0.010965944,0.005490023,0.010965944
1518423820,8749,8707.61,8750.1,8800.47,0.004753313,0.000125729,0.005882958,0.00487964,0.010664235,0.005756506,0.010664235
1518423840,8750,8704.26,8750,8816.451494,0.005254898,0,0.007594456,0.005254898,0.012889263,0.007594456,0.012889263
1518423860,8750,8705.01,8750,8816.451494,0.005168288,0,0.007594456,0.005168288,0.012801995,0.007594456,0.012801995
1518423880,8730,8691.2,8738.9,8810,0.004464286,0.001019473,0.009163803,0.00548831,0.013668999,0.008136035,0.013668999
1518423900,8705,8699.26,8727.1,8816.451494,0.000659826,0.002538771,0.012803158,0.003200272,0.013471433,0.010238395,0.013471433
1518423920,8721,8700,8727.1,8801.47,0.002413793,0.000699461,0.009227153,0.003114943,0.011663218,0.008521731,0.011663218
1518423940,8721.1,8698.64,8729.9,8797.633366,0.002582013,0.001009047,0.008775655,0.003593665,0.011380327,0.007758779,0.011380327
1518423960,8735,8683.4,8724.1,8782.085124,0.005942373,0.001249413,0.005390398,0.004687104,0.011364802,0.006646545,0.011364802
1518423980,8735,8688,8716.8,8799.043098,0.005409761,0.002087922,0.00733178,0.003314917,0.012781204,0.00943501,0.012781204
1518424000,8735,8694.99,8707.8,8767.56139,0.0046015,0.003123636,0.003727692,0.001473262,0.008346345,0.006862972,0.008346345
1518424020,8721.1,8689.62,8708.8,8768,0.003622713,0.001412365,0.005377762,0.002207231,0.009019957,0.006797722,0.009019957
1518424040,8729.98,8696.98,8721.5,8768,0.003794421,0.00097231,0.004355107,0.002819369,0.008166053,0.005331652,0.008166053
1518424060,8729.98,8699.99,8723.6,8768,0.00344713,0.000731349,0.004355107,0.002713796,0.00781725,0.005089642,0.00781725
1518424080,8758,8714,8740.4,8767.561391,0.005049346,0.002013638,0.001091732,0.003029608,0.006146591,0.003107568,0.006146591
1518424100,8756.169,8727.47,8772.20314,8775,0.003288353,0.001831182,0.002150598,0.005125556,0.005446023,0.000318832,0.005446023
1518424120,8755,8735,8760,8770,0.002289639,0.000571102,0.001713307,0.002862049,0.004006869,0.001141553,0.004006869
1518424140,8738,8740.96,8760,8775,0.00033875,0.002517739,0.004234379,0.00217825,0.003894309,0.001712329,0.004234379
1518424160,8738,8734.47,8758.6,8770,0.000404146,0.002357519,0.003662165,0.002762618,0.004067791,0.001301578,0.004067791
1518424180,8738,8737.76,8760,8775,2.75E-05,0.002517739,0.004234379,0.002545275,0.004261962,0.001712329,0.004261962
1518424200,8756,8737.76,8757.1,8772.667793,0.002087492,0.000125628,0.001903585,0.002213382,0.003995051,0.001777734,0.003995051
1518424220,8756,8725,8757,8772.667794,0.003553009,0.000114207,0.001903585,0.003667622,0.005463357,0.001789174,0.005463357
1518424240,8750,8707,8738.8,8792.069092,0.004938555,0.00128164,0.004807896,0.003652234,0.009770195,0.006095699,0.009770195
1518424260,8738.1,8706.96,8729.3,8795,0.003576449,0.001008099,0.006511713,0.002565763,0.010111451,0.007526377,0.010111451
1518424280,8738.2,8715.47,8734.1,8798.085124,0.002608006,0.000469424,0.006853256,0.002137578,0.009479136,0.007325898,0.009479136
1518424300,8738.2,8715.05,8733.4,8799.0431,0.002656324,0.000549614,0.006962887,0.002105553,0.009637707,0.007516328,0.009637707
1518424320,8738.2,8721.75,8734,8799.043099,0.001886089,0.000480879,0.006962887,0.001404535,0.008862109,0.007447115,0.008862109
1518424340,8738.2,8720,8734.5,8799.043099,0.002087156,0.000423608,0.006962887,0.001662844,0.009064576,0.007389444,0.009064576
1518424360,8738.3,8726.45,8750,8799.043099,0.001357941,0.001338933,0.006951363,0.002698692,0.008318743,0.005604926,0.008318743
1518424380,8760,8730.03,8757.2,8799.043096,0.003432978,0.000319737,0.004456974,0.003112246,0.007905253,0.004778136,0.007905253
1518424400,8760,8734.62,8761.6,8790,0.002905679,0.000182648,0.003424658,0.003088858,0.006340287,0.003241417,0.006340287
1518424420,8762.710225,8726,8758.1,8767.56139,0.004206993,0.000526396,0.000553615,0.003678661,0.004762937,0.001080302,0.004762937
1518424440,8760,8732.91,8750.2,8738,0.003102059,0.001119974,0.002517739,0.001979867,0.000582853,0.001396201,0.003102059
1518424460,8760,8727.02,8749.9,8736,0.003779068,0.001154299,0.002747253,0.002621743,0.001028988,0.001591117,0.003779068
1518424480,8760,8723.11,8741.3,8720.454274,0.004228996,0.00213927,0.004534824,0.002085265,0.00030454,0.00239044,0.004534824
1518424500,8751.411995,8720.04,8744.5,8740,0.003597689,0.000790439,0.00130572,0.002805033,0.00228898,0.000514874,0.003597689
1518424520,8738,8720,8744.4,8750.723583,0.00206422,0.000732433,0.001456121,0.002798165,0.003523347,0.000723158,0.003523347
1518424540,8738,8720,8744.6,8750.723583,0.00206422,0.000755322,0.001456121,0.002821101,0.003523347,0.00070027,0.003523347
1518424560,8739,8715.05,8742.5,8744,0.00274812,0.000400503,0.000572148,0.003149724,0.00332184,0.000171576,0.00332184
1518424580,8730,8710.07,8741.3,8745,0.002288156,0.001294387,0.001718213,0.003585505,0.004010301,0.000423278,0.004010301
1518424600,8729.98,8705,8736.3,8750.723583,0.002869615,0.000723942,0.002376132,0.003595635,0.005252566,0.001650994,0.005252566
1518424620,8721,8705.78,8734.6,8745,0.001748264,0.001559454,0.002751978,0.003310444,0.004505053,0.001190667,0.004505053
1518424640,8707.872277,8707.2,8734,8750,7.72E-05,0.003000472,0.004837889,0.003077913,0.004915472,0.001831921,0.004915472
1518424660,8721,8706.96,8734,8750.723583,0.001612503,0.001490655,0.003408277,0.003105562,0.005026276,0.001914768,0.005026276
1518424680,8721,8706.79,8738.9,8750,0.00163206,0.002052517,0.003325307,0.003687926,0.004962793,0.001270183,0.004962793
1518424700,8715,8705.69,8740.2,8750.000003,0.001069416,0.002891566,0.004016065,0.003964074,0.005089775,0.001121256,0.005089775
1518424720,8721,8707.97,8741.3,8758.618477,0.00149633,0.002327715,0.004313551,0.003827528,0.005816336,0.001981224,0.005816336
1518424740,8721,8708.98,8741.9,8752.165134,0.001380185,0.002396514,0.003573573,0.003780006,0.00495869,0.001174245,0.00495869
1518424760,8716.072277,8706.85,8743,8752.165134,0.001059198,0.003089433,0.004140954,0.004151903,0.005204538,0.001048283,0.005204538
1518424780,8716.272277,8693.29,8731.9,8758.618477,0.00264368,0.001792937,0.004858292,0.004441356,0.007514816,0.00305987,0.007514816
1518424800,8716.272277,8683.18,8719.3,8767.561386,0.003811078,0.000347364,0.005884294,0.004159766,0.009717798,0.005535007,0.009717798
1518424820,8716.272277,8689.78,8719.2,8767.561385,0.003048671,0.000335892,0.005884294,0.003385586,0.008950904,0.005546539,0.008950904
1518424840,8716.272277,8690.03,8719.2,8758.618479,0.003019814,0.000335892,0.004858293,0.00335672,0.007892778,0.004520883,0.007892778
1518424860,8716.072277,8690.11,8731.5,8758.618479,0.002987566,0.001770032,0.00488135,0.004762886,0.0078835,0.003105821,0.0078835
1518424880,8729.98,8713.07,8743.1,8758.618479,0.001940763,0.001502867,0.003280475,0.003446546,0.005227604,0.00177494,0.005227604
1518424900,8729.98,8730.09,8759.9,8763,1.26E-05,0.00342727,0.003782368,0.003414627,0.003769721,0.000353885,0.003782368
1518424920,8750,8737,8761.8,8767.56139,0.001487925,0.001348571,0.002007016,0.002838503,0.003497927,0.000657558,0.003497927
1518424940,8751.411995,8741.12,8777,8770,0.001177423,0.002923872,0.002124001,0.004104737,0.003303924,0.000798176,0.004104737
1518424960,8770,8757.82,8798.7,8767.56139,0.001390757,0.00327252,0.00027814,0.004667828,0.001112308,0.00355157,0.004667828
1518424980,8780,8787.06,8821,8767.56139,0.0008041,0.004669704,0.001418708,0.003862498,0.002223949,0.006095037,0.006095037
1518425000,8788,8790,8831.2,8759.133441,0.000227583,0.004915794,0.003295595,0.004687144,0.003523928,0.00822759,0.00822759
1518425020,8796.613688,8773.38,8823,8767.56139,0.002648203,0.002999599,0.003313612,0.005655745,0.000663652,0.00632315,0.00632315
1518425040,8810,8779.98,8822.8,8767.56139,0.003419142,0.001452894,0.004840412,0.004877004,0.001416427,0.006300339,0.006300339
1518425060,8800,8790,8819,8774.999996,0.001137656,0.002159091,0.002849003,0.003299204,0.001709402,0.005014245,0.005014245
1518425080,8800,8784.94,8816.4,8770,0.001714297,0.001863636,0.003420753,0.003581129,0.001703535,0.005290764,0.005290764
1518425100,8810,8783,8815.9,8770,0.00307412,0.000669694,0.004561003,0.003745873,0.001482326,0.005233751,0.005233751
1518425120,8800,8757.66,8805.1,8784.56139,0.004834625,0.000579545,0.001757471,0.005416972,0.003071755,0.002338035,0.005416972
1518425140,8749.816008,8769.54,8801.4,8784.561389,0.002254218,0.005895437,0.003970984,0.00363303,0.001712905,0.001916841,0.005895437
1518425160,8751,8768.35,8794.7,8784.113524,0.001982631,0.004993715,0.00378397,0.003005126,0.001797775,0.001205184,0.004993715
1518425180,8753.66,8760.93,8783.120707,8785,0.00083051,0.00336553,0.003580217,0.002532917,0.002747425,0.000213966,0.003580217
1518425200,8780,8736.87,8770.853778,8800,0.004936551,0.001042797,0.002277904,0.003889697,0.0072257,0.003323077,0.0072257
1518425220,8739,8746.71,8781.4,8796,0.000882252,0.004851814,0.006522485,0.003966063,0.005635262,0.001662605,0.006522485
1518425240,8779,8769.64,8790.2,8796,0.001067319,0.001275772,0.001936439,0.002344452,0.003005825,0.000659826,0.003005825
1518425260,8780,8759.38,8783.1,8796,0.002354048,0.000353075,0.001822323,0.002707954,0.004180661,0.00146873,0.004180661
1518425280,8780,8763.24,8781.894014,8796,0.001912535,0.000215719,0.001822323,0.002128666,0.003738343,0.001606258,0.003738343
1518425300,8771.22,8755.51,8781.5,8797.319004,0.001794299,0.001172015,0.002975527,0.002968416,0.004775165,0.001801401,0.004775165
1518425320,8753,8760.19,8780.3,8797.319004,0.000821433,0.003118931,0.005063293,0.002295612,0.004238379,0.001938317,0.005063293
1518425340,8779,8762.94,8777,8798.6388,0.001832718,0.000227868,0.00223702,0.001604484,0.004073838,0.002465398,0.004073838
1518425360,8770.22,8767.96,8777,8800.470001,0.000257757,0.000773071,0.003449172,0.001031027,0.003707818,0.002674035,0.003707818
1518425380,8779,8763.01,8777.2,8800.478801,0.001824715,0.000205077,0.002446611,0.001619307,0.004275791,0.00265219,0.004275791
1518425400,8779,8777.92,8786.9,8800.470001,0.000123036,0.000899875,0.002445609,0.001023021,0.002568946,0.001544345,0.002568946
1518425420,8780.22,8784.95,8794.9,8800.470001,0.000538711,0.00167194,0.00230632,0.001132619,0.001766658,0.000633322,0.00230632
1518425440,8785,8779.67,8802,8801.47,0.000607084,0.001935117,0.001874787,0.002543376,0.002483009,6.02E-05,0.002543376
1518425460,8785,8780.51,8802.4,8801.47,0.00051136,0.001980649,0.001874787,0.002493021,0.002387105,0.000105664,0.002493021
1518425480,8793.829772,8788.69,8818.1,8810,0.000584817,0.002759916,0.001838815,0.003346346,0.002424707,0.00091941,0.003346346
1518425500,8790,8779.79,8801,8809.999996,0.001162898,0.001251422,0.002275312,0.002415775,0.003440856,0.001022611,0.003440856
1518425520,8790,8780,8802.747792,8800,0.001138952,0.001450261,0.001137656,0.002590865,0.002277904,0.000312249,0.002590865
1518425540,8793.829772,8780.07,8801,8796.53341,0.00156716,0.00081537,0.000307447,0.002383808,0.001875089,0.000507767,0.002383808
1518425560,8785,8769.99,8794.2,8754.153697,0.001711518,0.00104724,0.003523619,0.00276055,0.001809004,0.004574549,0.004574549
1518425580,8770.32,8772.69,8779.3,8754.153697,0.00027023,0.001023908,0.001846701,0.000753475,0.002117429,0.0028725,0.0028725
1518425600,8770.32,8756.3,8776.8,8758.62426,0.001601133,0.000738856,0.00133534,0.002341171,0.000265439,0.002075182,0.002341171
1518425620,8770.32,8735,8758.4,8779.999999,0.004043503,0.001360979,0.001103722,0.002678878,0.005151688,0.002466204,0.005151688
1518425640,8753,8711.12,8748.6,8784.33341,0.004807648,0.000502938,0.003579734,0.004302547,0.008404592,0.004084472,0.008404592
1518425660,8753,8725.55,8734.7,8776.33341,0.003145933,0.002095092,0.002665761,0.001048644,0.005820081,0.004766438,0.005820081
1518425680,8753,8740.42,8761.2,8784.33341,0.00143929,0.000936822,0.003579734,0.00237746,0.005024176,0.002640439,0.005024176
1518425700,8750,8747,8762.5,8784.33341,0.000342975,0.001428571,0.003923818,0.001772036,0.004268139,0.002491687,0.004268139
1518425720,8750,8739.98,8765,8784.33341,0.001146456,0.001714286,0.003923818,0.002862707,0.005074772,0.002205751,0.005074772
1518425740,8750,8740.35,8758.7,8775.999999,0.001104075,0.000994286,0.002971428,0.002099458,0.004078784,0.001975179,0.004078784
1518425760,8751,8747,8751.226693,8787.130035,0.0004573,2.59E-05,0.004128675,0.000483216,0.004587863,0.004102664,0.004587863
1518425780,8765,8741.05,8752.3,8787.130036,0.002739945,0.001451047,0.002524819,0.001287031,0.005271682,0.003979529,0.005271682
1518425800,8750,8747,8754,8787.130035,0.000342975,0.000457143,0.004243433,0.000800274,0.004587863,0.00378456,0.004587863
1518425820,8762.91222,8749,8760.5,8787.130035,0.00159015,0.000275352,0.002763672,0.001314436,0.004358216,0.003039785,0.004358216
1518425840,8760,8749.7,8760.3,8787,0.001177183,3.42E-05,0.003082192,0.00121147,0.004263003,0.003047841,0.004263003
1518425860,8755,8750,8761.9,8784.33341,0.000571429,0.000788121,0.003350475,0.00136,0.003923818,0.002560336,0.003923818
1518425880,8762.91222,8759.7,8768.8,8775,0.000366704,0.000671898,0.001379425,0.001038848,0.001746635,0.000707052,0.001746635
1518425900,8765,8753.69,8769.2,8763.638051,0.001292027,0.000479179,0.000155409,0.001771824,0.001136441,0.000634662,0.001771824
1518425920,8774.290325,8756.05,8769.4,8763.638051,0.002083168,0.000557658,0.001215508,0.00152466,0.000866607,0.000657484,0.002083168
1518425940,8774.290325,8762.37,8769.3,8780,0.0013604,0.000569068,0.000650728,0.000790882,0.002012013,0.001220166,0.002012013
1518425960,8775,8765,8769.2,8770,0.001140901,0.000661406,0.000570125,0.000479179,0.000570451,9.12E-05,0.001140901
1518425980,8789,8758.97,8767.9,8770,0.003428485,0.002406506,0.002166477,0.001019526,0.00125928,0.00023951,0.003428485
1518426000,8788.999,8755.01,8769,8770,0.003882234,0.002280648,0.002166363,0.001597942,0.001712163,0.000114038,0.003882234
1518426020,8750,8752.04,8768.2,8780,0.000233143,0.00208,0.003428571,0.001846427,0.003194684,0.001345772,0.003428571
1518426040,8750,8759.99,8769,8780,0.001141714,0.002171429,0.003428571,0.00102854,0.002284249,0.001254419,0.003428571
1518426060,8750,8759.52,8769,8779.999997,0.001088,0.002171429,0.003428571,0.001082251,0.002338027,0.001254419,0.003428571
1518426080,8755.531046,8758,8771.6,8778,0.000281988,0.001835292,0.002566258,0.001552866,0.002283626,0.000729627,0.002566258
1518426100,8742,8758,8771.6,8770,0.001830245,0.003385953,0.003202928,0.001552866,0.001370176,0.00018244,0.003385953
1518426120,8750,8758.01,8775.2,8769,0.000915429,0.00288,0.002171429,0.001962775,0.001254851,0.000707036,0.00288
1518426140,8780,8763,8777.1,8770,0.001939975,0.000330405,0.001140251,0.001609038,0.000798813,0.000809578,0.001939975
1518426160,8778.999,8763.99,8779,8770,0.001712576,1.14E-07,0.001026112,0.00171269,0.000685761,0.001026226,0.00171269
1518426180,8778.999,8763.99,8781.6,8770,0.001712576,0.000296275,0.001026112,0.002009359,0.000685761,0.001322691,0.002009359
1518426200,8750,8767.12,8781.8,8770,0.001956571,0.003634286,0.002285714,0.001674438,0.0003285,0.001345496,0.003634286
1518426220,8770,8770.27,8781.6,8770,3.08E-05,0.001322691,0,0.001291864,3.08E-05,0.001322691,0.001322691
1518426240,8790.290325,8771.15,8772.084871,8778,0.002182191,0.002075385,0.001400128,0.000106585,0.000780969,0.000674313,0.002182191
1518426260,8778.999,8771.11,8773.8,8763.449341,0.00089943,0.00059256,0.001774377,0.000306689,0.00087416,0.001181117,0.001774377
1518426280,8750,8775.73,8775,8761.25967,0.002940571,0.002857143,0.001286819,8.32E-05,0.001651627,0.001568305,0.002940571
1518426300,8751,8770.14,8778,8740,0.002187179,0.003085362,0.001258581,0.000896223,0.003448513,0.004347826,0.004347826
1518426320,8751.1,8779,8791,8740,0.003188171,0.004559427,0.001270023,0.001366898,0.004462243,0.00583524,0.00583524
1518426340,8778.999,8780.06,8791.2,8725.038246,0.000120857,0.001389794,0.006184587,0.001268784,0.006306191,0.007582976,0.007582976
1518426360,8776.999,8788.98,8806.4,8725.038246,0.001365045,0.003349778,0.005955361,0.001982027,0.007328536,0.009325089,0.009325089
1518426380,8776.999,8795.42,8802.2,8717,0.002098781,0.002871255,0.006882987,0.000770856,0.008996214,0.009774005,0.009774005
1518426400,8778.999,8799.99,8800.5,8707.230036,0.002391047,0.00244914,0.008242456,5.80E-05,0.010653212,0.010711784,0.010711784
1518426420,8778,8796,8791.9,8715.430036,0.002050581,0.001583504,0.007179217,0.000466338,0.00924452,0.00877409,0.00924452
1518426440,8775,8796.03,8806.3,8745.630034,0.002396581,0.003566952,0.003358245,0.001167572,0.005762874,0.006937175,0.006937175
1518426460,8764.2,8807.19,8804.3,8750,0.004905182,0.004575432,0.001622857,0.000328249,0.006536,0.006205714,0.006536
1518426480,8774,8806.93,8795.1,8745.630034,0.003753134,0.002404832,0.003243902,0.001345067,0.007009211,0.005656535,0.007009211
1518426500,8773,8808,8800.80717,8745.630034,0.003989513,0.003169631,0.003129559,0.000817292,0.007131558,0.006309109,0.007131558
1518426520,8774,8806.93,8802,8745.630034,0.003753134,0.003191247,0.003243902,0.0005601,0.007009211,0.006445501,0.007009211
1518426540,8775,8811.99,8809.7,8745.630032,0.004215385,0.003954416,0.003358245,0.000259941,0.007587786,0.007325941,0.007587786
1518426560,8776,8810.01,8815.1,8728.510406,0.003875342,0.004455333,0.005440744,0.000577752,0.009337171,0.009920317,0.009920317
1518426580,8778.999,8820.09,8815,8728.510406,0.004680602,0.004100809,0.005784331,0.000577425,0.010492007,0.009908861,0.010492007
1518426600,8789,8816,8814,8728.630034,0.003072022,0.002844465,0.006916316,0.000226912,0.010009585,0.009780454,0.010009585
1518426620,8795,8814.97,8815.7,8728.630034,0.002270608,0.00235361,0.007603709,8.28E-05,0.009891583,0.009975216,0.009975216
